"Direcc..Media.de.Proced..0.N.90.E."	"logHm0"	"logTm02"	"logTp"	"ID"	"loc"
265	1.37624402526639	1.67335123817775	1.83258146374831	2102	"MarTarragona"
63	1.48613969608961	1.92424865227413	2.23108909128898	2102	"MarTarragona"
249	1.53901544813755	1.7630170003624	1.92716410623426	2102	"MarTarragona"
306	1.50185270175416	1.81319474994812	2.05796251000271	2102	"MarTarragona"
19	1.51072193949494	1.87333945622048	2.56032328907275	2102	"MarTarragona"
213	1.40854497005471	1.83896107071235	2.12584791449399	2102	"MarTarragona"
66	1.86562931779451	2.11986345617875	2.47989410796446	2102	"MarTarragona"
190	1.45161382724053	1.880990602956	2.1126345090356	2102	"MarTarragona"
63	1.73871024813824	2.06812778177956	2.39880395073459	2102	"MarTarragona"
61	2.16332302566054	2.19053558918542	2.58926666511224	2102	"MarTarragona"
62	1.89761985992753	2.05412373369555	2.39880395073459	2102	"MarTarragona"
301	1.47932922708708	1.73165554515835	2.01756613796175	2102	"MarTarragona"
62	1.7245507195346	2.05027016437956	2.39880395073459	2102	"MarTarragona"
62	1.52605630349505	1.9473377010465	2.30358459332713	2102	"MarTarragona"
63	1.57691472072854	1.96290772542388	2.30358459332713	2102	"MarTarragona"
79	1.44691898293633	1.9213246735827	2.16332302566054	2106	"MarVilanova"
195	1.25276296849537	1.82616089594539	2.1126345090356	2106	"MarVilanova"
102	1.30833281965018	1.83258146374831	2.13653050866396	2106	"MarVilanova"
85	1.54115907168081	1.98375629154543	2.22570404865809	2106	"MarVilanova"
76	1.20597080698861	1.90954250488444	2.25339484880327	2106	"MarVilanova"
86	1.24415459395877	1.82776990675109	2.05540496385159	2106	"MarVilanova"
198	1.34025042261848	1.83736998048011	2.07944154167984	2106	"MarVilanova"
97	1.19694818938897	1.76985463384001	2.08691355651854	2106	"MarVilanova"
76	1.50629715351459	1.97546895129686	2.2353763433006	2106	"MarVilanova"
71	1.44926916028128	2.02419306744936	2.33311429802887	2106	"MarVilanova"
86	0.896088024556636	1.5953389880546	1.83896107071235	2106	"MarVilanova"
197	1.28370777234479	1.81156209652423	2.06305806242931	2106	"MarVilanova"
104	1.42791603581071	1.89160480419777	2.13653050866396	2106	"MarVilanova"
74	1.66392609771817	2.09186406167839	2.3646204839135	2106	"MarVilanova"
81	1.41342302850814	1.9643112344262	2.2353763433006	2106	"MarVilanova"
83	1.80170980008122	2.03992078351755	2.29253475714054	2106	"MarVilanova"
82	1.22964055107451	1.84530023615608	2.11986345617875	2106	"MarVilanova"
195	1.26412672714568	1.82616089594539	2.09924416897602	2106	"MarVilanova"
65	1.21194097397511	1.81156209652423	2.2170272046324	2106	"MarVilanova"
